api_id,module,kind,qualified_name,signature,file_path,start_line
"cn.hutool.core.io::FileUtil::containsInvalid#boolean (String fileName)",hutool-core,method,cn.hutool.core.io::FileUtil::containsInvalid,"boolean (String fileName)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3430
"cn.hutool.core.io::FileUtil::checksumCRC32#long (File file)",hutool-core,method,cn.hutool.core.io::FileUtil::checksumCRC32,"long (File file)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3442
"cn.hutool.core.io::FileUtil::checksum#Checksum (File file, Checksum checksum)",hutool-core,method,cn.hutool.core.io::FileUtil::checksum,"Checksum (File file, Checksum checksum)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3455
"cn.hutool.core.io::FileUtil::getWebRoot#File ()",hutool-core,method,cn.hutool.core.io::FileUtil::getWebRoot,"File ()",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3474
"cn.hutool.core.io::FileUtil::getParent#String (String filePath, int level)",hutool-core,method,cn.hutool.core.io::FileUtil::getParent,"String (String filePath, int level)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3497
"cn.hutool.core.io::FileUtil::getParent#File (File file, int level)",hutool-core,method,cn.hutool.core.io::FileUtil::getParent,"File (File file, int level)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3521
"cn.hutool.core.io::FileUtil::checkSlip#File (File parentFile, File file)",hutool-core,method,cn.hutool.core.io::FileUtil::checkSlip,"File (File parentFile, File file)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3548
"cn.hutool.core.io::FileUtil::getMimeType#String (String filePath)",hutool-core,method,cn.hutool.core.io::FileUtil::getMimeType,"String (String filePath)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3564
"cn.hutool.core.io::FileUtil::isSymlink#boolean (File file)",hutool-core,method,cn.hutool.core.io::FileUtil::isSymlink,"boolean (File file)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3600
"cn.hutool.core.io::FileUtil::isSub#boolean (File parent, File sub)",hutool-core,method,cn.hutool.core.io::FileUtil::isSub,"boolean (File parent, File sub)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3612
"cn.hutool.core.io::FileUtil::createRandomAccessFile#RandomAccessFile (Path path, FileMode mode)",hutool-core,method,cn.hutool.core.io::FileUtil::createRandomAccessFile,"RandomAccessFile (Path path, FileMode mode)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3626
"cn.hutool.core.io::FileUtil::createRandomAccessFile#RandomAccessFile (File file, FileMode mode)",hutool-core,method,cn.hutool.core.io::FileUtil::createRandomAccessFile,"RandomAccessFile (File file, FileMode mode)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3638
"cn.hutool.core.io::FileUtil::tail#void (File file, LineHandler handler)",hutool-core,method,cn.hutool.core.io::FileUtil::tail,"void (File file, LineHandler handler)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3653
"cn.hutool.core.io::FileUtil::tail#void (File file, Charset charset, LineHandler handler)",hutool-core,method,cn.hutool.core.io::FileUtil::tail,"void (File file, Charset charset, LineHandler handler)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3665
"cn.hutool.core.io::FileUtil::tail#void (File file, Charset charset)",hutool-core,method,cn.hutool.core.io::FileUtil::tail,"void (File file, Charset charset)",hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,3676
cn.hutool.core.io::IORuntimeException#,hutool-core,class,cn.hutool.core.io::IORuntimeException,"",hutool-core/src/main/java/cn/hutool/core/io/IORuntimeException.java,11
"cn.hutool.core.io::IORuntimeException::IORuntimeException#(Throwable e)",hutool-core,method,cn.hutool.core.io::IORuntimeException::IORuntimeException,"(Throwable e)",hutool-core/src/main/java/cn/hutool/core/io/IORuntimeException.java,14
"cn.hutool.core.io::IORuntimeException::IORuntimeException#(String message)",hutool-core,method,cn.hutool.core.io::IORuntimeException::IORuntimeException,"(String message)",hutool-core/src/main/java/cn/hutool/core/io/IORuntimeException.java,18
"cn.hutool.core.io::IORuntimeException::IORuntimeException#(String messageTemplate, Object... params)",hutool-core,method,cn.hutool.core.io::IORuntimeException::IORuntimeException,"(String messageTemplate, Object... params)",hutool-core/src/main/java/cn/hutool/core/io/IORuntimeException.java,22
"cn.hutool.core.io::IORuntimeException::IORuntimeException#(String message, Throwable throwable)",hutool-core,method,cn.hutool.core.io::IORuntimeException::IORuntimeException,"(String message, Throwable throwable)",hutool-core/src/main/java/cn/hutool/core/io/IORuntimeException.java,26
"cn.hutool.core.io::IORuntimeException::IORuntimeException#(Throwable throwable, String messageTemplate, Object... params)",hutool-core,method,cn.hutool.core.io::IORuntimeException::IORuntimeException,"(Throwable throwable, String messageTemplate, Object... params)",hutool-core/src/main/java/cn/hutool/core/io/IORuntimeException.java,30
"cn.hutool.core.io::IORuntimeException::causeInstanceOf#boolean (Class<? extends Throwable> clazz)",hutool-core,method,cn.hutool.core.io::IORuntimeException::causeInstanceOf,"boolean (Class<? extends Throwable> clazz)",hutool-core/src/main/java/cn/hutool/core/io/IORuntimeException.java,40
cn.hutool.core.io::IoUtil#,hutool-core,class,cn.hutool.core.io::IoUtil,"",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,53
"cn.hutool.core.io::IoUtil::copy#long (Reader reader, Writer writer)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (Reader reader, Writer writer)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,65
"cn.hutool.core.io::IoUtil::copy#long (Reader reader, Writer writer, int bufferSize)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (Reader reader, Writer writer, int bufferSize)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,78
"cn.hutool.core.io::IoUtil::copy#long (Reader reader, Writer writer, int bufferSize, StreamProgress streamProgress)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (Reader reader, Writer writer, int bufferSize, StreamProgress streamProgress)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,92
"cn.hutool.core.io::IoUtil::copy#long (Reader reader, Writer writer, int bufferSize, long count, StreamProgress streamProgress)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (Reader reader, Writer writer, int bufferSize, long count, StreamProgress streamProgress)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,107
"cn.hutool.core.io::IoUtil::copy#long (InputStream in, OutputStream out)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (InputStream in, OutputStream out)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,119
"cn.hutool.core.io::IoUtil::copy#long (InputStream in, OutputStream out, int bufferSize)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (InputStream in, OutputStream out, int bufferSize)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,132
"cn.hutool.core.io::IoUtil::copy#long (InputStream in, OutputStream out, int bufferSize, StreamProgress streamProgress)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (InputStream in, OutputStream out, int bufferSize, StreamProgress streamProgress)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,146
"cn.hutool.core.io::IoUtil::copy#long (InputStream in, OutputStream out, int bufferSize, long count, StreamProgress streamProgress)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (InputStream in, OutputStream out, int bufferSize, long count, StreamProgress streamProgress)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,162
"cn.hutool.core.io::IoUtil::copy#long (FileInputStream in, FileOutputStream out)",hutool-core,method,cn.hutool.core.io::IoUtil::copy,"long (FileInputStream in, FileOutputStream out)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,174
"cn.hutool.core.io::IoUtil::getUtf8Reader#BufferedReader (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::getUtf8Reader,"BufferedReader (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,201
"cn.hutool.core.io::IoUtil::getReader#BufferedReader (InputStream in, String charsetName)",hutool-core,method,cn.hutool.core.io::IoUtil::getReader,"BufferedReader (InputStream in, String charsetName)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,213
"cn.hutool.core.io::IoUtil::getReader#BufferedReader (BOMInputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::getReader,"BufferedReader (BOMInputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,225
"cn.hutool.core.io::IoUtil::getBomReader#BomReader (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::getBomReader,"BomReader (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,236
"cn.hutool.core.io::IoUtil::getReader#BufferedReader (InputStream in, Charset charset)",hutool-core,method,cn.hutool.core.io::IoUtil::getReader,"BufferedReader (InputStream in, Charset charset)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,247
"cn.hutool.core.io::IoUtil::getReader#BufferedReader (Reader reader)",hutool-core,method,cn.hutool.core.io::IoUtil::getReader,"BufferedReader (Reader reader)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,270
"cn.hutool.core.io::IoUtil::getPushBackReader#PushbackReader (Reader reader, int pushBackSize)",hutool-core,method,cn.hutool.core.io::IoUtil::getPushBackReader,"PushbackReader (Reader reader, int pushBackSize)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,287
"cn.hutool.core.io::IoUtil::getUtf8Writer#OutputStreamWriter (OutputStream out)",hutool-core,method,cn.hutool.core.io::IoUtil::getUtf8Writer,"OutputStreamWriter (OutputStream out)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,298
"cn.hutool.core.io::IoUtil::getWriter#OutputStreamWriter (OutputStream out, String charsetName)",hutool-core,method,cn.hutool.core.io::IoUtil::getWriter,"OutputStreamWriter (OutputStream out, String charsetName)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,310
"cn.hutool.core.io::IoUtil::getWriter#OutputStreamWriter (OutputStream out, Charset charset)",hutool-core,method,cn.hutool.core.io::IoUtil::getWriter,"OutputStreamWriter (OutputStream out, Charset charset)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,322
"cn.hutool.core.io::IoUtil::readUtf8#String (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::readUtf8,"String (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,345
"cn.hutool.core.io::IoUtil::read#String (InputStream in, String charsetName)",hutool-core,method,cn.hutool.core.io::IoUtil::read,"String (InputStream in, String charsetName)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,358
"cn.hutool.core.io::IoUtil::read#String (InputStream in, Charset charset)",hutool-core,method,cn.hutool.core.io::IoUtil::read,"String (InputStream in, Charset charset)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,372
"cn.hutool.core.io::IoUtil::read#FastByteArrayOutputStream (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::read,"FastByteArrayOutputStream (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,383
"cn.hutool.core.io::IoUtil::read#FastByteArrayOutputStream (InputStream in, boolean isClose)",hutool-core,method,cn.hutool.core.io::IoUtil::read,"FastByteArrayOutputStream (InputStream in, boolean isClose)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,396
"cn.hutool.core.io::IoUtil::read#String (Reader reader)",hutool-core,method,cn.hutool.core.io::IoUtil::read,"String (Reader reader)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,425
"cn.hutool.core.io::IoUtil::read#String (Reader reader, boolean isClose)",hutool-core,method,cn.hutool.core.io::IoUtil::read,"String (Reader reader, boolean isClose)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,437
"cn.hutool.core.io::IoUtil::readBytes#byte[] (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::readBytes,"byte[] (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,461
"cn.hutool.core.io::IoUtil::readBytes#byte[] (InputStream in, boolean isClose)",hutool-core,method,cn.hutool.core.io::IoUtil::readBytes,"byte[] (InputStream in, boolean isClose)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,474
"cn.hutool.core.io::IoUtil::readBytes#byte[] (InputStream in, int length)",hutool-core,method,cn.hutool.core.io::IoUtil::readBytes,"byte[] (InputStream in, int length)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,486
"cn.hutool.core.io::IoUtil::readHex#String (InputStream in, int length, boolean toLowerCase)",hutool-core,method,cn.hutool.core.io::IoUtil::readHex,"String (InputStream in, int length, boolean toLowerCase)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,508
"cn.hutool.core.io::IoUtil::readHex64Upper#String (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::readHex64Upper,"String (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,519
"cn.hutool.core.io::IoUtil::readHex8192Upper#String (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::readHex8192Upper,"String (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,530
"cn.hutool.core.io::IoUtil::readHex64Lower#String (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::readHex64Lower,"String (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,546
"cn.hutool.core.io::IoUtil::readObj#T (InputStream in)",hutool-core,method,cn.hutool.core.io::IoUtil::readObj,"T (InputStream in)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,563
"cn.hutool.core.io::IoUtil::readObj#T (InputStream in, Class<T> clazz)",hutool-core,method,cn.hutool.core.io::IoUtil::readObj,"T (InputStream in, Class<T> clazz)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,581
"cn.hutool.core.io::IoUtil::readObj#T (ValidateObjectInputStream in, Class<T> clazz)",hutool-core,method,cn.hutool.core.io::IoUtil::readObj,"T (ValidateObjectInputStream in, Class<T> clazz)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,607
"cn.hutool.core.io::IoUtil::readUtf8Lines#T (InputStream in, T collection)",hutool-core,method,cn.hutool.core.io::IoUtil::readUtf8Lines,"T (InputStream in, T collection)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,633
"cn.hutool.core.io::IoUtil::readLines#T (InputStream in, String charsetName, T collection)",hutool-core,method,cn.hutool.core.io::IoUtil::readLines,"T (InputStream in, String charsetName, T collection)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,648
"cn.hutool.core.io::IoUtil::readLines#T (InputStream in, Charset charset, T collection)",hutool-core,method,cn.hutool.core.io::IoUtil::readLines,"T (InputStream in, Charset charset, T collection)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,663
"cn.hutool.core.io::IoUtil::readLines#T (Reader reader, T collection)",hutool-core,method,cn.hutool.core.io::IoUtil::readLines,"T (Reader reader, T collection)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,676
"cn.hutool.core.io::IoUtil::readUtf8Lines#void (InputStream in, LineHandler lineHandler)",hutool-core,method,cn.hutool.core.io::IoUtil::readUtf8Lines,"void (InputStream in, LineHandler lineHandler)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,689
"cn.hutool.core.io::IoUtil::readLines#void (InputStream in, Charset charset, LineHandler lineHandler)",hutool-core,method,cn.hutool.core.io::IoUtil::readLines,"void (InputStream in, Charset charset, LineHandler lineHandler)",hutool-core/src/main/java/cn/hutool/core/io/IoUtil.java,702
