api_id,module,package,tag,reason
cn.hutool.core.io.file::PathUtil#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::isDirEmpty#boolean (Path dirPath),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::loopFiles#List<File> (Path path, FileFilter fileFilter)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::loopFiles#List<File> (Path path, int maxDepth, FileFilter fileFilter)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::loopFiles#List<File> (final Path path, final int maxDepth, final boolean isFollowLinks, final FileFilter fileFilter)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::loopFiles::<SimpleFileVisitor$anon@94>::visitFile#FileVisitResult (final Path path, final BasicFileAttributes attrs)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::walkFiles#void (Path start, FileVisitor<? super Path> visitor)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::walkFiles#void (Path start, int maxDepth, FileVisitor<? super Path> visitor)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::walkFiles#void (final Path start, int maxDepth, final boolean isFollowLinks, final FileVisitor<? super Path> visitor)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::del#boolean (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::copyFile#Path (Resource src, Path target, CopyOption... options)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::copyFile#Path (InputStream src, Path target, CopyOption... options)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::copyFile#Path (Path src, Path dest, StandardCopyOption... options)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::copyFile#Path (Path src, Path target, CopyOption... options)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::copy#Path (Path src, Path target, CopyOption... options)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::copyContent#Path (Path src, Path target, CopyOption... options)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::isDirectory#boolean (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::isDirectory#boolean (Path path, boolean isFollowLinks)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::getPathEle#Path (Path path, int index)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getLastPathEle#Path (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::subPath#Path (Path path, int fromIndex, int toIndex)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::getAttributes#BasicFileAttributes (Path path, boolean isFollowLinks)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getInputStream#BufferedInputStream (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getUtf8Reader#BufferedReader (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::getReader#BufferedReader (Path path, Charset charset)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::readBytes#byte[] (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getOutputStream#BufferedOutputStream (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::rename#Path (Path path, String newName, boolean isOverride)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::move#Path (Path src, Path target, boolean isOverride)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::moveContent#Path (Path src, Path target, boolean isOverride)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::equals#boolean (Path file1, Path file2)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::isFile#boolean (Path path, boolean isFollowLinks)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::isSymlink#boolean (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::exists#boolean (Path path, boolean isFollowLinks)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::isExistsAndNotDirectory#boolean (final Path path, final boolean isFollowLinks)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::isSub#boolean (Path parent, Path sub)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::toAbsNormal#Path (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getMimeType#String (Path file),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::mkdir#Path (Path dir),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::mkParentDirs#Path (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getName#String (Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::PathUtil::createTempFile#Path (final String prefix, final String suffix, final Path dir)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getLinkOptions#LinkOption[] (final boolean isFollowLinks),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::PathUtil::getFileVisitOption#Set<FileVisitOption> (final boolean isFollowLinks),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::Tailer#,hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::Tailer::Tailer#(File file, LineHandler lineHandler)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::Tailer::Tailer#(File file, LineHandler lineHandler, int initReadLine)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::Tailer::Tailer#(File file, Charset charset, LineHandler lineHandler)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::Tailer::Tailer#(File file, Charset charset, LineHandler lineHandler, int initReadLine, long period)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::Tailer::setStopOnDelete#void (final boolean stopOnDelete),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::Tailer::start#void (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::Tailer::start#void (boolean async),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file::Tailer::start::<SimpleWatcher$anon@147>::onDelete#void (final WatchEvent<?> event, final Path currentPath)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::Tailer::stop#void (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::Tailer::ConsoleLineHandler#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file::Tailer::ConsoleLineHandler::handle#void (String line),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file.visitor::CopyVisitor#,hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::CopyVisitor::CopyVisitor#(Path source, Path target, CopyOption... copyOptions)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::CopyVisitor::preVisitDirectory#FileVisitResult (Path dir, BasicFileAttributes attrs)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::CopyVisitor::visitFile#FileVisitResult (Path file, BasicFileAttributes attrs)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file.visitor::DelVisitor#,hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::DelVisitor::visitFile#FileVisitResult (Path file, BasicFileAttributes attrs)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::DelVisitor::postVisitDirectory#FileVisitResult (Path dir, IOException e)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.file.visitor::MoveVisitor#,hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::MoveVisitor::MoveVisitor#(Path source, Path target, CopyOption... copyOptions)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::MoveVisitor::preVisitDirectory#FileVisitResult (Path dir, BasicFileAttributes attrs)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.file.visitor::MoveVisitor::visitFile#FileVisitResult (Path file, BasicFileAttributes attrs)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::BytesResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::BytesResource::BytesResource#(byte[] bytes),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::BytesResource::BytesResource#(byte[] bytes, String name)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::BytesResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::BytesResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::BytesResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::BytesResource::readStr#String (Charset charset),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::BytesResource::readBytes#byte[] (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource::CharSequenceResource#(CharSequence data),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::CharSequenceResource::CharSequenceResource#(CharSequence data, String name)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::CharSequenceResource::CharSequenceResource#(CharSequence data, CharSequence name, Charset charset)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource::getReader#BufferedReader (Charset charset),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource::readStr#String (Charset charset),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::CharSequenceResource::readBytes#byte[] (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ClassPathResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ClassPathResource::ClassPathResource#(String path),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ClassPathResource::ClassPathResource#(String path, ClassLoader classLoader)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ClassPathResource::ClassPathResource#(String path, Class<?> clazz)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ClassPathResource::ClassPathResource#(String pathBaseClassLoader, ClassLoader classLoader, Class<?> clazz)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ClassPathResource::getPath#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ClassPathResource::getAbsolutePath#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ClassPathResource::getClassLoader#ClassLoader (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ClassPathResource::toString#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileObjectResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileObjectResource::FileObjectResource#(FileObject fileObject),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileObjectResource::getFileObject#FileObject (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileObjectResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileObjectResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileObjectResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileObjectResource::getReader#BufferedReader (Charset charset),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::FileResource#(String path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::FileResource#(Path path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::FileResource#(File file),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::FileResource::FileResource#(File file, String fileName)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::getFile#File (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::isModified#boolean (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::FileResource::toString#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::InputStreamResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::InputStreamResource::InputStreamResource#(InputStream in),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::InputStreamResource::InputStreamResource#(InputStream in, String name)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::InputStreamResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::InputStreamResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::InputStreamResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiFileResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiFileResource::MultiFileResource#(Collection<File> files),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiFileResource::MultiFileResource#(File... files),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiFileResource::add#MultiFileResource (File... files),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiFileResource::add#MultiFileResource (Collection<File> files),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiFileResource::add#MultiFileResource (Resource resource),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::MultiResource#(Resource... resources),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::MultiResource#(Collection<Resource> resources),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::isModified#boolean (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::getReader#BufferedReader (Charset charset),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::readStr#String (Charset charset),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::readUtf8Str#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::readBytes#byte[] (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::iterator#Iterator<Resource> (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::hasNext#boolean (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::next#Resource (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::remove#void (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::reset#void (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::MultiResource::add#MultiResource (Resource resource),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::NoResourceException#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::NoResourceException::NoResourceException#(Throwable e),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::NoResourceException::NoResourceException#(String message),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::NoResourceException::NoResourceException#(String messageTemplate, Object... params)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::NoResourceException::NoResourceException#(String message, Throwable throwable)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::NoResourceException::NoResourceException#(Throwable throwable, String messageTemplate, Object... params)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::NoResourceException::causeInstanceOf#boolean (Class<? extends Throwable> clazz),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::Resource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::readUtf8Str#String (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ResourceUtil::readStr#String (String resource, Charset charset)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::readBytes#byte[] (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::getStream#InputStream (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::getStreamSafe#InputStream (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::getUtf8Reader#BufferedReader (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ResourceUtil::getReader#BufferedReader (String resource, Charset charset)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::getResource#URL (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::getResources#List<URL> (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ResourceUtil::getResources#List<URL> (String resource, Filter<URL> filter)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::getResourceIter#EnumerationIter<URL> (String resource),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ResourceUtil::getResourceIter#EnumerationIter<URL> (String resource, ClassLoader classLoader)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::ResourceUtil::getResource#URL (String resource, Class<?> baseClass)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::ResourceUtil::getResourceObj#Resource (String path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::StringResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::StringResource::StringResource#(String data),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::StringResource::StringResource#(String data, String name)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::StringResource::StringResource#(String data, String name, Charset charset)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::UrlResource#(URI uri),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::UrlResource#(URL url),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.resource::UrlResource::UrlResource#(URL url, String name)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::UrlResource#(File file),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::isModified#boolean (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::getFile#File (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::toString#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::UrlResource::size#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::VfsResource#(Object resource),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::exists#boolean (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::getName#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::getUrl#URL (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::getStream#InputStream (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::isModified#boolean (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::getLastModified#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::VfsResource::size#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::WebAppResource#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.resource::WebAppResource::WebAppResource#(String path),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::ofBytes#DataSize (long bytes),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::ofKilobytes#DataSize (long kilobytes),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::ofMegabytes#DataSize (long megabytes),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::ofGigabytes#DataSize (long gigabytes),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::ofTerabytes#DataSize (long terabytes),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.unit::DataSize::of#DataSize (long amount, DataUnit unit)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.unit::DataSize::of#DataSize (BigDecimal amount, DataUnit unit)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::parse#DataSize (CharSequence text),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.unit::DataSize::parse#DataSize (CharSequence text, DataUnit defaultUnit)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::isNegative#boolean (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::toBytes#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::toKilobytes#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::toMegabytes#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::toGigabytes#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::toTerabytes#long (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::compareTo#int (DataSize other),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::toString#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::equals#boolean (Object other),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSize::hashCode#int (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSizeUtil#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSizeUtil::parse#long (String text),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataSizeUtil::format#String (long size),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.unit::DataSizeUtil::format#String (Long size, DataUnit fileDataUnit)",hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataUnit#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataUnit::getSuffix#String (),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.unit::DataUnit::fromSuffix#DataUnit (String suffix),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.watch::SimpleWatcher#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.watch::WatchAction#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.watch::WatchException#,hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.watch::WatchException::WatchException#(Throwable e),hutool-core,core.io,portable,candidate for idiomatic Rust
cn.hutool.core.io.watch::WatchException::WatchException#(String message),hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.watch::WatchException::WatchException#(String messageTemplate, Object... params)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.watch::WatchException::WatchException#(String message, Throwable throwable)",hutool-core,core.io,portable,candidate for idiomatic Rust
"cn.hutool.core.io.watch::WatchException::WatchException#(Throwable throwable, String messageTemplate, Object... params)",hutool-core,core.io,portable,candidate for idiomatic Rust
