api_id,module,package,tag,reason
"cn.hutool.http.webservice::SoapRuntimeException::SoapRuntimeException#(String message, Throwable throwable)",hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
"cn.hutool.http.webservice::SoapRuntimeException::SoapRuntimeException#(Throwable throwable, String messageTemplate, Object... params)",hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
cn.hutool.http.webservice::SoapUtil#,hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
cn.hutool.http.webservice::SoapUtil::createClient#SoapClient (String url),hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
"cn.hutool.http.webservice::SoapUtil::createClient#SoapClient (String url, SoapProtocol protocol)",hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
"cn.hutool.http.webservice::SoapUtil::createClient#SoapClient (String url, SoapProtocol protocol, String namespaceURI)",hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
"cn.hutool.http.webservice::SoapUtil::toString#String (SOAPMessage message, boolean pretty)",hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
"cn.hutool.http.webservice::SoapUtil::toString#String (SOAPMessage message, boolean pretty, Charset charset)",hutool-http,http.webservice,soap_server,SOAP / embedded HTTP server / URLConnection peer
cn.hutool.json::InternalJSONUtil#,hutool-json,json.InternalJSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::InternalJSONUtil::stringToValue#Object (String string),hutool-json,json.InternalJSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSON#,hutool-json,json.JSON.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray#,hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::JSONArray#(),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::JSONArray#(int initialCapacity),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::JSONArray#(JSONConfig config),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::JSONArray#(int initialCapacity, JSONConfig config)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::JSONArray#(Object object),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::JSONArray#(Object object, boolean ignoreNullValue)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::JSONArray#(Object object, JSONConfig jsonConfig)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::JSONArray#(Object object, JSONConfig jsonConfig, Filter<Mutable<Object>> filter)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::getConfig#JSONConfig (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::setDateFormat#JSONArray (String format),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::join#String (String separator),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::get#Object (int index),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::getObj#Object (Integer index, Object defaultValue)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::getByPath#Object (String expression),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::getByPath#T (String expression, Class<T> resultType)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::getByPath#T (String expression, TypeReference<T> targetType)",hutool-json,json.JSONArray.java,reflection,Java reflection / dynamic proxies
"cn.hutool.json::JSONArray::putByPath#void (String expression, Object value)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::put#JSONArray (Object value),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::set#JSONArray (Object value),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::put#JSONArray (int index, Object value)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::toJSONObject#JSONObject (JSONArray names),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::hashCode#int (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::equals#boolean (Object obj),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::iterator#Iterator<Object> (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::jsonIter#Iterable<JSONObject> (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::size#int (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::isEmpty#boolean (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::contains#boolean (Object o),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::toArray#Object[] (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::toArray#T[] (T[] a),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::add#boolean (Object e),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::remove#Object (int index),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::remove#boolean (Object o),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::containsAll#boolean (Collection<?> c),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::addAll#boolean (Collection<?> c),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::addAll#boolean (int index, Collection<?> c)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::removeAll#boolean (Collection<?> c),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::retainAll#boolean (Collection<?> c),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::clear#void (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::set#Object (int index, Object element)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::set#Object (int index, Object element, Filter<MutablePair<Integer, Object>> filter)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::add#void (int index, Object element)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::indexOf#int (Object o),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::lastIndexOf#int (Object o),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::listIterator#ListIterator<Object> (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::listIterator#ListIterator<Object> (int index),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::subList#List<Object> (int fromIndex, int toIndex)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::toArray#Object (Class<?> arrayClass),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::toList#List<T> (Class<T> elementType),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::toString#String (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::toJSONString#String (int indentFactor, Filter<MutablePair<Object, Object>> filter)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::write#Writer (Writer writer, int indentFactor, int indent)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONArray::write#Writer (Writer writer, int indentFactor, int indent, Filter<MutablePair<Object, Object>> filter)",hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONArray::clone#Object (),hutool-json,json.JSONArray.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONBeanParser#,hutool-json,json.JSONBeanParser.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig#,hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::create#JSONConfig (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isOrder#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setOrder#JSONConfig (boolean order),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::getKeyComparator#Comparator<String> (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setNatureKeyComparator#JSONConfig (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setKeyComparator#JSONConfig (Comparator<String> keyComparator),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isIgnoreError#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setIgnoreError#JSONConfig (boolean ignoreError),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isIgnoreCase#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setIgnoreCase#JSONConfig (boolean ignoreCase),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::getDateFormat#String (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setDateFormat#JSONConfig (String dateFormat),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isIgnoreNullValue#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setIgnoreNullValue#JSONConfig (boolean ignoreNullValue),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isTransientSupport#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setTransientSupport#JSONConfig (boolean transientSupport),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isStripTrailingZeros#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setStripTrailingZeros#JSONConfig (boolean stripTrailingZeros),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isCheckDuplicate#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setCheckDuplicate#JSONConfig (boolean checkDuplicate),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::isWriteLongAsString#boolean (),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConfig::setWriteLongAsString#JSONConfig (boolean writeLongAsString),hutool-json,json.JSONConfig.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONConverter#,hutool-json,json.JSONConverter.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONConverter::convert#JSON (Object value, JSON defaultValue)",hutool-json,json.JSONConverter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONException#,hutool-json,json.JSONException.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONException::JSONException#(Throwable e),hutool-json,json.JSONException.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONException::JSONException#(String message),hutool-json,json.JSONException.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONException::JSONException#(String messageTemplate, Object... params)",hutool-json,json.JSONException.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONException::JSONException#(String message, Throwable cause)",hutool-json,json.JSONException.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONException::JSONException#(String message, Throwable throwable, boolean enableSuppression, boolean writableStackTrace)",hutool-json,json.JSONException.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONException::JSONException#(Throwable throwable, String messageTemplate, Object... params)",hutool-json,json.JSONException.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONGetter#,hutool-json,json.JSONGetter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONNull#,hutool-json,json.JSONNull.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONNull::equals#boolean (Object object),hutool-json,json.JSONNull.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONNull::toString#String (),hutool-json,json.JSONNull.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject#,hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::JSONObject#(),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::JSONObject#(boolean isOrder),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(int capacity, boolean isOrder)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(int capacity, boolean isIgnoreCase, boolean isOrder)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::JSONObject#(JSONConfig config),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(int capacity, JSONConfig config)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::JSONObject#(Object source),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(Object source, boolean ignoreNullValue)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(Object source, boolean ignoreNullValue, boolean isOrder)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(Object source, JSONConfig config)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(Object source, JSONConfig config, Filter<MutablePair<String, Object>> filter)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(Object source, String... names)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::JSONObject#(CharSequence source, boolean isOrder)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::getConfig#JSONConfig (),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::setDateFormat#JSONObject (String format),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::toJSONArray#JSONArray (Collection<String> names),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::getObj#Object (String key, Object defaultValue)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::getByPath#Object (String expression),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::getByPath#T (String expression, Class<T> resultType)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::getByPath#T (String expression, TypeReference<T> targetType)",hutool-json,json.JSONObject.java,reflection,Java reflection / dynamic proxies
"cn.hutool.json::JSONObject::putByPath#void (String expression, Object value)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::put#JSONObject (String key, Object value)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::set#JSONObject (String key, Object value)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::set#JSONObject (String key, Object value, Filter<MutablePair<String, Object>> filter, boolean checkDuplicate)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::putOnce#JSONObject (String key, Object value)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::setOnce#JSONObject (String key, Object value, Filter<MutablePair<String, Object>> filter)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::putOpt#JSONObject (String key, Object value)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::putAll#void (Map<? extends String, ?> m)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::accumulate#JSONObject (String key, Object value)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::append#JSONObject (String key, Object value)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::increment#JSONObject (String key),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::toString#String (),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::toJSONString#String (int indentFactor, Filter<MutablePair<Object, Object>> filter)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::write#Writer (Writer writer, int indentFactor, int indent)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONObject::write#Writer (Writer writer, int indentFactor, int indent, Filter<MutablePair<Object, Object>> filter)",hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObject::clone#JSONObject (),hutool-json,json.JSONObject.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObjectIter#,hutool-json,json.JSONObjectIter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObjectIter::JSONObjectIter#(Iterator<Object> iterator),hutool-json,json.JSONObjectIter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObjectIter::iterator#Iterator<JSONObject> (),hutool-json,json.JSONObjectIter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObjectIter::iterator::<Iterator$anon@21>::hasNext#boolean (),hutool-json,json.JSONObjectIter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObjectIter::iterator::<Iterator$anon@21>::next#JSONObject (),hutool-json,json.JSONObjectIter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONObjectIter::iterator::<Iterator$anon@21>::remove#void (),hutool-json,json.JSONObjectIter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONParser#,hutool-json,json.JSONParser.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONParser::of#JSONParser (JSONTokener tokener),hutool-json,json.JSONParser.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONParser::JSONParser#(JSONTokener tokener),hutool-json,json.JSONParser.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONParser::parseTo#void (JSONObject jsonObject, Filter<MutablePair<String, Object>> filter)",hutool-json,json.JSONParser.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONParser::parseTo#void (JSONArray jsonArray, Filter<Mutable<Object>> filter)",hutool-json,json.JSONParser.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONStrFormatter#,hutool-json,json.JSONStrFormatter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONStrFormatter::format#String (String json),hutool-json,json.JSONStrFormatter.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONString#,hutool-json,json.JSONString.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONSupport#,hutool-json,json.JSONSupport.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONSupport::parse#void (String jsonString),hutool-json,json.JSONSupport.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONSupport::parse#void (JSON json),hutool-json,json.JSONSupport.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONSupport::toJSON#JSONObject (),hutool-json,json.JSONSupport.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONSupport::toJSONString#String (),hutool-json,json.JSONSupport.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONSupport::toPrettyString#String (),hutool-json,json.JSONSupport.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONSupport::toString#String (),hutool-json,json.JSONSupport.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener#,hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONTokener::JSONTokener#(Reader reader, JSONConfig config)",hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONTokener::JSONTokener#(InputStream inputStream, JSONConfig config)",hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONTokener::JSONTokener#(CharSequence s, JSONConfig config)",hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::back#void (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::end#boolean (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::more#boolean (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::next#char (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::next#char (char c),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::next#String (int n),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::nextClean#char (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::nextString#String (char quote),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::nextTo#String (char delimiter),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::nextTo#String (String delimiters),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::nextStringValue#String (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::nextValue#Object (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::skipTo#char (char to),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::syntaxError#JSONException (String message),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::toJSONArray#JSONArray (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONTokener::toString#String (),hutool-json,json.JSONTokener.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil#,hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::createObj#JSONObject (),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::createObj#JSONObject (JSONConfig config),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::createArray#JSONArray (),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::createArray#JSONArray (JSONConfig config),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::parseObj#JSONObject (String jsonStr),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::parseObj#JSONObject (Object obj),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::parseObj#JSONObject (Object obj, JSONConfig config)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::parseObj#JSONObject (Object obj, boolean ignoreNullValue)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::parseObj#JSONObject (Object obj, boolean ignoreNullValue, boolean isOrder)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::parseArray#JSONArray (String jsonStr),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::parseArray#JSONArray (Object arrayOrCollection),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::parseArray#JSONArray (Object arrayOrCollection, JSONConfig config)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::parseArray#JSONArray (Object arrayOrCollection, boolean ignoreNullValue)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::parse#JSON (Object obj),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::parse#JSON (Object obj, JSONConfig config)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::parseFromXml#JSONObject (String xmlStr),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::readJSON#JSON (File file, Charset charset)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::readJSONObject#JSONObject (File file, Charset charset)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::readJSONArray#JSONArray (File file, Charset charset)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::toJsonStr#String (JSON json, int indentFactor)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::toJsonStr#String (JSON json),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::toJsonStr#void (JSON json, Writer writer)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::toJsonPrettyStr#String (JSON json),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::toJsonStr#String (Object obj),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::toJsonStr#String (Object obj, JSONConfig jsonConfig)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::toJsonStr#void (Object obj, Writer writer)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::toJsonPrettyStr#String (Object obj),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
cn.hutool.json::JSONUtil::toXmlStr#String (JSON json),hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::toBean#T (String jsonString, Class<T> beanClass)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.json::JSONUtil::toBean#T (String jsonString, JSONConfig config, Class<T> beanClass)",hutool-json,json.JSONUtil.java,portable,candidate for idiomatic Rust
